time	line	meanprop_ATAC	meanprop_k27	meanprop_k4	meanprop_RNA	padj_ATAC	padj_k27	padj_k4	padj_RNA
68h	vgn399	0.453073089700997	0.482290618835487	0.581030879962851	0.4705139367353	0.778745108605805	0.993856335872393	0.779133864290143	0.373951508264375
68h	vgn639	0.503131447096964	0.502667762786724	0.347352466630812	0.531311827956989	0.975321515248072	1	0.132256737811624	0.62373585274114
68h	vgn307	0.529085457271364	0.528910256410256	0.557692307692308	0.615151515151515	0.81020872251085	0.965818286995926	0.912055745372523	0.00252768779103203
68h	vgn639	0.519179502369668	0.476190476190476	0.451198579167742	0.408981612446959	0.822628308339848	0.98897608073984	0.954601037647489	0.0805062491662992
68h	vgn639	0.521374070961256	0.544564106109554	0.473201761888471	0.492904984423676	0.889015314605725	0.902032379480718	1	0.883715508155298
68h	vgn399	0.423994038748137	0.406726768377254	0.464709321750752	0.514821272885789	0.49373353685533	0.592654344868615	1	0.909854048930227
68h	vgn307	0.504314632231044	0.561776061776062	0.470706900062947	0.506944444444444	0.986839582529043	0.816684389591857	1	0.946450462430929
68h	vgn712	0.575971208723206	0.528808793627573	0.530496155285632	0.49167338168144	0.0166106806712119	0.966596452977983	1	0.912147216362846
68h	vgn057	0.502470864950247	0.469195716758019	0.542317476538231	0.503209852474534	0.991246723161576	0.95521139084408	0.978132578929726	0.950727879077978
68h	vgn057	0.526170798898072	0.555877883685592	0.775828460038986	0.565902217741935	0.759844324676202	0.839967688338015	0.0126122816619414	0.0946033697936431
68h	vgn639	0.571602299528302	0.470571981210279	0.539892478730623	0.568130081300813	0.142277222051196	0.96388487152016	0.997099305112643	0.218746821448331
68h	vgn057	0.56208081824279	0.445209409064831	0.634535332764933	0.434007352941176	0.320628244674862	0.849791503578226	0.304840643918003	0.22484780261068
68h	vgn712	0.548872180451128	0.602089552238806	0.536585365853659	0.472848101265823	0.780520987049283	0.552396389409073	1	0.77065195658829
68h	vgn639	0.525558312655087	0.613624338624339	0.322822230981474	0.553264354415622	0.696220623638108	0.406411745993375	0.227328666498274	0.32473692649181
68h	vgn028	0.498664582111915	0.517516947052207	0.569241634072142	0.475996010969833	0.987997835401367	0.994672804209137	0.82166673372338	0.576731616248301
68h	vgn028	0.522309514668564	0.496683965413104	0.589019358933672	0.565315315315315	0.783264820143024	1	0.701337003597096	0.213228671619232
68h	vgn399	0.617021276595745	0.516465286718827	0.47721907696001	0.522727272727273	0.256471310381346	0.996802330877744	1	0.731993751716978
68h	vgn307	0.545750697534123	0.511405881195909	0.380140692640693	0.455504917246342	0.264600203457385	1	0.726769788321487	0.185253086054786
68h	vgn399	0.456593406593407	0.534366377611352	0.472344322344322	0.557352992496946	0.544196569576772	0.945935510400625	1	0.0713810247428276
68h	vgn028	0.357337526205451	0.572802681189778	0.343607305936073	0.385128205128205	0.00749549094212193	0.756123453295222	0.285087549362831	0.273682837061823
68h	vgn307	0.491934445922176	0.548223628691983	0.443860551213492	0.550614947965941	0.928476921150648	0.890354350374661	0.911649111211328	0.187122804711242
68h	vgn712	0.517224190658386	0.493210429534632	0.488198983297022	0.575879917184265	0.839026642990817	1	1	0.145688297986612
68h	vgn399	0.511057334326136	0.511096587782058	0.545240132126138	0.484828042328042	0.950238652310947	1	0.937151972631023	0.834264302174336
68h	vgn057	0.475598726234667	0.406678803455415	0.564351599860037	0.506833428489866	0.683618082632806	0.560419355963003	0.855404872542243	0.929831342462095
68h	vgn639	0.441834804539723	0.494390686966609	0.481585407343435	0.493800714545234	0.322618000841364	1	1	0.924500616583275
68h	vgn307	0.444892618097385	0.565191013366196	0.477063442159085	0.523809523809524	0.217944136686673	0.792974118902935	1	0.845554690021609
68h	vgn399	0.57987012987013	0.596354607527792	0.512102198307905	0.600537056928034	0.111300324545857	0.525638026307072	1	0.0412672881203111
68h	vgn639	0.432328471923078	0.483247749960607	0.518437933425797	0.479514301290913	0.0448265013062702	0.994815939522524	1	0.603696243878623
68h	vgn399	0.548497365047714	0.447597142433172	0.473840643922611	0.518158313149174	0.599892713745473	0.885822026001769	1	0.712484227570008
68h	vgn307	0.538314106749861	0.524602680424598	0.516883646755918	0.45668449197861	0.454864969210583	0.976308544444624	1	0.687802131540251
68h	vgn057	0.489558870199937	0.609963968957871	0.526978526334604	0.59728089940384	0.963688656231724	0.439351416623382	1	0.00354942202857039
68h	vgn712	0.493692050463596	0.516149477363993	0.491682815571379	0.511079447981396	0.989730725132537	0.99742903852165	1	0.790783979238359
68h	vgn028	0.62008210742388	0.518881118881119	0.622258035634345	0.80343137254902	0.13124200309701	0.993192528782978	0.469922488742221	1.26520485591814e-08
68h	vgn639	0.499963379353279	0.526918888746546	0.572368421052632	0.501788218793829	0.981247179366947	0.96689040266917	0.875114691468221	1
68h	vgn028	0.464163547179553	0.456991271458926	0.472571985534804	0.328663793103448	0.719167954739189	0.911962445727904	1	0.00701976837649296
68h	vgn307	0.525889691470854	0.498171159172679	0.365690991713446	0.528184013559525	0.706188898831191	1	0.239309195698933	0.565666245805537
68h	vgn399	0.504385964912281	0.525741127348643	0.544896933132227	0.508826754385965	0.996972446547081	0.973587319754686	0.975817770807884	0.827526164900574
68h	vgn028	0.463704674530363	0.398679370963538	0.420345008994332	0.424859055673009	0.456843259828872	0.493807688154571	0.72409037539961	0.141510866876085
68h	vgn712	0.509818227299258	0.491902365169877	0.491915217928648	0.489445348206678	0.901212954755362	1	1	0.867024158096098
68h	vgn028	0.466857432628224	0.539594053744997	0.51158963547773	0.523843645874386	0.737374520225131	0.936439819494508	1	0.670575627670542
68h	vgn057	0.467738970588235	0.509614250324407	0.473851492973233	0.460084033613445	0.838127965648971	1	1	0.298724934874029
68h	vgn639	0.416261917611081	0.471386311592815	0.671969696969697	0.435215946843854	0.413950545211161	0.964406760833971	0.169338595257031	0.132455949041037
68h	vgn307	0.325709822613189	0.499354991419611	0.481260622821421	0.480630630630631	2.01516381209682e-10	1	1	0.644623773723061
68h	vgn712	0.460364032467761	0.497190957121459	0.433796296296296	0.540761777480788	0.647242991239521	1	0.936557789027546	0.612727356255724
68h	vgn028	0.497722914669223	0.511303625991275	0.528996101364522	0.513046748994969	0.935771485201191	1	1	0.730692237382923
68h	vgn028	0.488466257668712	0.481680167445906	0.50478841150913	0.479240485222394	0.926357687801352	0.992780957905947	1	0.669014930317698
68h	vgn712	0.552858660266393	0.527061478051925	0.39437134502924	0.561784731276257	0.186015271608748	0.974871015451757	0.668917936943322	0.12869025242992
68h	vgn399	0.513843669589876	0.557949393735962	0.497092757073528	0.55237999396196	0.867962488383754	0.822530894158398	1	0.108892794473097
68h	vgn028	0.527777777777778	0.53836783728662	0.566911581569116	0.570833333333333	0.92729331709796	0.932401050309789	0.860731483569818	0.517577709332958
68h	vgn712	0.46682518115942	0.527865129280224	0.48099941611522	0.642645952048167	0.826214016773645	0.975666569892143	1	3.26310750293383e-06
68h	vgn399	0.469912343046671	0.478822642108606	0.455926549796228	0.481518987341772	0.694790323551064	0.986395557588925	0.971669173314017	0.84598295388166
68h	vgn399	0.48192010552101	0.506753513136074	0.425722049471944	0.538682093831671	0.820633250682296	1	0.778428848674418	0.383816287524411
68h	vgn057	0.482851060132082	0.483332133666841	0.388584498467244	0.47220323536113	0.812862812293723	0.996624114466971	0.421405347689872	0.480056796159824
68h	vgn307	0.460458510153021	0.461286012100693	0.54165355593808	0.5125	0.387872932490794	0.928378715059371	0.980529343611295	0.962223701304408
68h	vgn712	0.475338944855225	0.475331974006227	0.535095719095719	0.524701779327809	0.688585526623151	0.974973176140184	1	0.464005327599935
68h	vgn399	0.480341576231987	0.537169186491647	0.536680472721202	0.572129167551497	0.909464568757878	0.930165753150638	0.99892847699661	0.0496195931556453
68h	vgn639	0.495626179987413	0.506255806817767	0.496619001472514	0.511675824175824	0.959193829074178	1	1	0.899029685816782
68h	vgn028	0.517297297297297	0.631552419354839	0.656476449275362	0.958754208754209	0.901980382623916	0.365324494743236	0.170044757288882	4.33481705460133e-15
68h	vgn639	0.542952426872388	0.484939215566814	0.684515915119363	0.593080220453154	0.6247533564025	1	0.0577381510919114	0.328800500618949
68h	vgn399	0.594202898550725	0.580622368197705	0.591093733029217	0.474089635854342	0.535615634334485	0.658538572415661	0.688143040352294	0.665769404269808
68h	vgn399	0.543242296918768	0.483810308538237	0.401609204759773	0.490078544853245	0.791810408397743	0.998962912952917	0.612895193059067	0.921167187014118
68h	vgn307	0.478197656302919	0.494392232867695	0.492869225512644	0.499488499234723	0.683615041383062	1	1	1
68h	vgn057	0.447895332320296	0.403463430060741	0.308328171631286	0.640756302521008	0.156781996405332	0.523392193449707	0.0271542733027502	0.00100697843064805
68h	vgn057	0.465392303848076	0.505094542960713	0.496996567505721	0.495310705146724	0.707616381345021	1	1	0.936106064596669
68h	vgn028	0.499943049064742	0.522380524384349	0.465862360909531	0.5166184205669	1	0.981369738903921	1	0.643920752887893
68h	vgn307	0.511112783463777	0.384185980780102	0.450094696969697	0.563079470198675	0.93552985212158	0.551939148398239	0.979967624645849	0.247922129399113
68h	vgn057	0.464395061728395	0.706531332744925	0.623608971066598	0.403505644682115	0.772189265608126	0.0474931732689418	0.540442080452547	0.0249937844672661
68h	vgn399	0.478168754605748	0.485848527989574	0.401515151515151	0.459011494252874	0.832724828851585	1	0.878828942768621	0.480553850293987
68h	vgn028	0.402269647696477	0.519069767441861	0.568725976010744	0.502668452722672	0.127719647821742	0.99230116411616	0.864862417106015	0.928562930228884
68h	vgn028	0.486067435359888	0.503637850273012	0.506094295461758	0.519842003141458	0.908897155916494	1	1	0.76501800545401
68h	vgn712	0.530918306499702	0.389048081593006	0.587082066869301	0.479910714285714	0.655640749443376	0.452900066023382	0.830512277755576	0.96188804047877
68h	vgn028	0.54121835443038	0.551441117816335	0.5279504254532	0.401639344262295	0.528586465111997	0.865720481174421	1	0.160202686176212
68h	vgn639	0.391656458418402	0.517425078864353	0.385373546225113	0.423687177835052	0.0297247126359174	0.995491295127572	0.541821339688863	0.181310824294078
68h	vgn057	0.417081916825781	0.498565960781162	0.497724233475769	0.476815398075241	0.00708737283003471	1	1	0.64187814077693
68h	vgn028	0.47761524822695	0.511253369272237	0.416294110105807	0.312763741253138	0.74900804508767	1	0.692736259837392	1.57337906569807e-08
68h	vgn028	0.484676882078614	0.434968826828459	0.448247040751785	0.470532046995893	0.875045564451758	0.780260534778899	0.946780895969779	0.444383986558903
68h	vgn639	0.447295243638245	0.484810453576733	0.538975874253686	0.477616279069767	0.461264842182483	1	0.997099305112643	0.796149157196854
68h	vgn712	0.503998705048814	0.49821764236392	0.447101576695387	0.517769584315032	0.968204769846533	1	0.936879678894079	0.624947004611952
68h	vgn307	0.508549330435616	0.536977587539385	0.472768995410505	0.468428184281843	0.932376193721433	0.943665632805685	1	0.907663008777786
68h	vgn639	0.477401477832512	0.492987439634	0.408733974358974	0.485722803485181	0.725981584453294	1	0.614630911825678	0.726759115847885
68h	vgn712	0.508621455130695	0.553881505374881	0.523339691927628	0.555042803638309	0.913556900114964	0.851332027597368	1	0.162806176626676
1012h	vgn639	0.526083345915748	0.515341614906832	0.469331503190384	0.548611111111111	0.832066923828937	1	1	0.711449534747927
1012h	vgn712	0.465846911478599	0.526510989010989	0.503239053733588	0.523702044372037	0.654973634210322	0.974106044592103	1	0.577688559948048
1012h	vgn639	0.495929221725599	0.542609142270159	0.479641886840618	0.503068827908393	0.968833750913481	0.91025845253346	1	0.949763463537559
1012h	vgn712	0.530453802970278	0.514637485641012	0.475931322984199	0.503879482697146	0.65686557576542	1	1	0.948399559933674
1012h	vgn057	0.519903273809524	0.525757712633814	0.582233626588465	0.532758620689655	0.919242069519187	0.991920215271463	0.703985910147839	0.828541779441788
