time	line	meanprop_ATAC	meanprop_k27	meanprop_k4	meanprop_RNA	padj_ATAC	padj_k27	padj_k4	padj_RNA
1012h	vgn399	0.543637574950033	0.480499587604572	0.441229946524064	0.469328703703704	0.491912913436706	1	0.922307653916451	0.965820641112559
1012h	vgn307	0.463731904590181	0.525272275700358	0.478494623655914	0.54903090623363	0.583605214511805	0.975053145201176	1	0.560034065838089
1012h	vgn399	0.45659962127028	0.528600534941749	0.454903877484523	0.466139124033861	0.560202766349972	0.971815694937667	0.980529343611295	0.559476989701226
1012h	vgn399	0.476043762575453	0.5159375	0.104166666666667	0.471698633156966	0.866502520917301	1	1.22029191172128e-05	0.74810909683555
1012h	vgn712	0.45893449502418	0.481250090701961	0.431647300068353	0.50485162001255	0.580259597109341	0.995803666673563	0.855727204493365	0.941905819621976
1012h	vgn028	0.482623762376238	0.520596426084939	0.523338127873199	0.521179541729532	0.911816364038998	0.988715167738062	1	0.614447191190038
1012h	vgn712	0.469186046511628	0.414254486478863	0.549465124299376	0.465668641557342	0.633723828385081	0.645553867394654	0.951356679955744	0.584400826331626
1012h	vgn057	0.52780612244898	0.49606143560604	0.498251787771036	0.5247279223374	0.858373637219342	1	1	0.571834217178428
1012h	vgn712	0.470521541950113	0.486148410567015	0.489786526440835	0.539155969460525	0.83351892210311	1	1	0.173384242254992
1012h	vgn307	0.476138262322473	0.511847806463261	0.479267399267399	0.534272300469484	0.778137616242091	1	1	0.564734814517999
1012h	vgn399	0.497635247261865	0.554921713800218	0.757792207792208	0.516175424988689	0.991351734426037	0.876906655675877	0.0567955155619485	0.671961791286648
1012h	vgn307	0.466962752608638	0.463028677532494	0.550495596196838	0.524594816169515	0.606891596495436	0.947309954043689	0.951718966378584	0.734781537329787
1012h	vgn028	0.549197860962567	0.477158242140003	0.592948481040727	0.535210353185596	0.637682453397604	0.983847916995032	0.68320461007529	0.382966826493167
1012h	vgn399	0.551329608938548	0.547724750277469	0.553231702208955	0.556025354432614	0.34351383831341	0.92991065116539	0.92646719756697	0.223812726859874
1012h	vgn307	0.483219762858465	0.461070166582534	0.499956087824351	0.538349433710859	0.837757278716946	0.941597772642684	1	0.380136847976445
1012h	vgn639	0.480428909152313	0.545867847910965	0.483107185137966	0.65477378576181	0.824102188580733	0.89362893692579	1	1.68777956964035e-08
1012h	vgn028	0.530299357653618	0.489214694978092	0.49	0.506685883878866	0.713649675757979	1	1	0.897278538824203
1012h	vgn712	0.538192719869342	0.533180811140751	0.532403950787234	0.467557251908397	0.4689309501199	0.953603263132088	1	0.653028171365103
1012h	vgn399	0.49500466853408	0.548160802558883	0.561735585323238	0.510172971627675	0.979805313010138	0.91281042524079	0.898844282835203	0.867986502344002
1012h	vgn057	0.464560684100665	0.509463313456054	0.605208333333333	0.482990083905416	0.3984261275152	1	0.50260572271807	0.707116859170617
1012h	vgn712	0.465077605321508	0.641036842871705	0.474122924883004	0.505901639344262	0.859962276347766	0.313574414980783	1	0.957692992873906
1012h	vgn307	0.481074934827223	0.474411253358622	0.531178349108543	0.518737625764433	0.781662124691148	0.973739192418641	1	0.652658666240944
1012h	vgn307	0.486397885739991	0.503870811187388	0.527038843888071	0.513795853269537	0.870781190352556	1	1	0.879557687684873
1012h	vgn028	0.518662464985994	0.450366947706884	0.539980893240984	0.495388763615973	0.891209478696718	0.878398820614865	0.997912595523725	0.932993581405836
1012h	vgn307	0.552015785228713	0.548041186968421	0.483022055302285	0.731292996012908	0.16847610111585	0.883102855559754	1	0
1012h	vgn057	0.499451264443504	0.546981320107537	0.417557932263815	0.523338180142385	1	0.89454803236891	0.787371234180379	0.589946038491993
1012h	vgn399	0.477653399668325	0.544578302833224	0.623275862068966	0.49622270413141	0.799438252475495	0.914725246558619	0.359659761964858	1
1012h	vgn057	0.509871607497918	0.513870411431387	0.515208752134163	0.445382882882883	0.889929983554969	1	1	0.506302194215087
1012h	vgn028	0.536915529354761	0.477698129863336	0.358216237314598	0.502340477950234	0.485921949135501	0.985717342766678	0.314045128564219	0.948980124621097
1012h	vgn028	0.589204545454545	0.44222972972973	0.537740194788102	0.485446985446985	0.205805525721308	0.904897949612132	1	0.926790125485557
1012h	vgn307	0.54032175032175	0.499862258953168	0.302923387096774	0.536822609811585	0.462838512735642	1	0.027031974433482	0.569642000994456
1012h	vgn712	0.564473878394333	0.464385508503156	0.542367188699524	0.661490683229814	0.196778181579263	0.946035818244518	0.981545822394333	0.148873658724724
1012h	vgn712	0.490715583839342	0.435124048631017	0.349211290992113	0.531345198011865	0.910087820538966	0.780347907606304	0.317358721912427	0.719500223963645
1012h	vgn639	0.510158789697424	0.715862242332831	0.608316677770375	0.49163965026034	0.918055981206472	0.0191161132567016	0.609242509902119	0.882060371914174
1012h	vgn028	0.49264858771901	0.521293866455052	0.54753196666149	0.524452005569779	0.931613042384338	0.985192142868451	0.962182877789967	0.507072961422296
1012h	vgn307	0.493723992086773	0.526309174696271	0.622412008281573	0.506376811594203	0.950790870883051	0.977365396878066	0.482576215591954	0.966424693531132
1012h	vgn712	0.519766631835597	0.488356890838475	0.501520539953257	0.465415430307563	0.92843341939081	1	1	0.231643887169702
1012h	vgn712	0.481509338493465	0.593571428571429	0.4702031110465	0.522186581128041	0.835841292219323	0.61894909921837	1	0.760199389805355
1012h	vgn307	0.491592920353982	0.437430893409996	0.514285714285714	0.480857761164667	0.929603657543654	0.814430799751365	1	0.768840103174611
1012h	vgn712	0.43472972972973	0.522276510762851	0.491258426966292	0.480088495575221	0.42792548275664	0.979562553512781	1	0.691448417461823
1012h	vgn399	0.498073934903726	0.549824772176893	0.50316234363135	0.520610137936871	1	0.882996917718581	1	0.645010333543322
1012h	vgn639	0.494431312848043	0.634042553191489	0.375350140056022	0.502821383179968	0.978181005879018	0.538618712106253	0.585580718916176	0.96116082013057
1012h	vgn399	0.453517570701319	0.439676616915423	0.452357494722027	0.488731796658626	0.499206381481021	0.920912404846191	0.98508662993632	0.944350800280531
1012h	vgn639	0.526277425468329	0.601357257878997	0.554091365461847	0.476981223111254	0.733209378368917	0.55079525401243	0.937054497408932	0.636078692881512
1012h	vgn639	0.506721382089613	0.501111111111111	0.588803956834532	0.562410240628389	0.933052270601602	1	0.680104453064129	0.0143792297144061
1012h	vgn057	0.478940512375163	0.616477942911064	0.518734215386935	0.525862068965517	0.886909371418044	0.571359989158375	1	0.860742761358009
1012h	vgn057	0.499239273878999	0.465975842434986	0.481362362693331	0.487704918032787	1	0.950156216603764	1	0.889246818375658
1012h	vgn028	0.459003727549983	0.377350427350427	0.501555941525546	0.457103502558048	0.474857618928405	0.368201501866371	1	0.509504421817746
1012h	vgn712	0.495804554658678	0.497628955935161	0.443035084677186	0.496253455550706	0.973534982547801	1	0.884873910940448	0.9493519171189
1012h	vgn712	0.493478260869565	0.545202358616993	0.442888266417678	0.532058189655172	0.972639003221988	0.908496662030169	0.947037000084282	0.743922836287979
1012h	vgn399	0.484084170519891	0.483958880510605	0.588555455284157	0.581103117505995	0.819433101529297	1	0.656301793405578	0.0040132039580825
1012h	vgn712	0.550990749633524	0.50451101475934	0.523020756705171	0.607456140350877	0.42006959250069	1	1	0.0182632110896052
1012h	vgn399	0.532941134776908	0.413663366336634	0.609040444091991	0.392498241382776	0.774249901612334	0.476274930214717	0.750324036855024	0.0121892571821836
1012h	vgn028	0.492123983739837	0.525016273284172	0.55481150226537	0.58710407239819	0.993825164427437	0.977229279344183	0.92208147611802	0.372795733740079
1012h	vgn712	0.502164502164502	0.447590011614402	0.439602198269247	0.445824706694272	0.992323572110415	0.885752111407262	0.888419805580507	0.263095377296979
1012h	vgn712	0.508800765885786	0.556893777654012	0.412008003709036	0.732191054559476	0.929247428918238	0.830857245071989	0.756073343987577	2.50711663933472e-13
1012h	vgn712	0.516074335322843	0.495323093953231	0.534102118464935	0.519784837903001	0.823161846235154	1	1	0.61537313438429
1012h	vgn028	0.514847641845119	0.525526920218875	0.415601023017903	0.489082240371352	0.852369940638612	0.975434964015051	0.749166667385239	0.842747412862672
1012h	vgn028	0.448455982160171	0.523991602938971	0.566140350877193	0.5727541281624	0.449096554803835	0.980452302237918	0.839432370134533	0.0953438911963009
1012h	vgn399	0.55008547008547	0.44045252766183	0.593849956382669	0.502775733038891	0.52180806816285	0.917838782233362	0.617119624349979	0.988160046056855
1012h	vgn028	0.52728021978022	0.409747990105133	0.478124639258563	0.422789507999398	0.809092669836584	0.668560758971632	1	0.108868565861901
1012h	vgn712	0.511250705815923	0.566883327916802	0.563938104003681	0.524298889516281	0.9429925613743	0.789431428003054	0.912336993179909	0.572136208615426
1012h	vgn028	0.469102967082311	0.525400161960061	0.441618984253715	0.513182960861644	0.723897367875078	0.974643562959998	0.895493283894832	0.795086409440141
1012h	vgn028	0.529433760683761	0.523045839391089	0.495252874079432	0.507194413007548	0.830473152636695	0.980340906521299	1	0.886289889153257
1012h	vgn028	0.507154905558954	0.49581720701262	0.513744988167784	0.524652255391031	0.957638581838597	1	1	0.591608477432299
1012h	vgn639	0.470960766141489	0.50032742813814	0.578754266211604	0.407571795577576	0.895419249070996	1	0.762070532113609	0.000650470278385844
1012h	vgn712	0.50468085106383	0.546215771536021	0.528468736195334	0.483820886845304	0.969755659346704	0.907267098123833	1	0.760985032683454
1012h	vgn307	0.448823529411765	0.48127389082163	0.570702179176755	0.596029776674938	0.94411371343702	0.996864108480282	0.862325071005751	0.0369747516072516
1012h	vgn399	0.491677900354893	0.712797619047619	0.447619047619048	0.570861281859227	0.983576796740339	0.0475064183231839	0.895369485104779	0.0059763599757652
1012h	vgn399	0.527995852359043	0.63382815318798	0.627407407407407	0.500983564947014	0.632613585110615	0.309523271642167	0.619844683587298	0.952338007647798
1012h	vgn712	0.445040454888214	0.550955573128522	0.432326656394453	0.538853352286188	0.305566721392391	0.867924418465835	0.840433337257048	0.266044229684567
1012h	vgn057	0.526100628930818	0.156862745098039	0.65246806039489	0.553503787878788	0.844133404604861	8.24594303390686e-05	0.168707686926091	0.668944092362582
1012h	vgn057	0.511185947336357	0.51477140482128	0.684495938843765	0.467837698300948	0.913733513541336	1	0.0279255006107944	0.553326260097136
1012h	vgn057	0.55879746835443	0.49033900719322	0.551707075705096	0.486268939393939	0.600632867303256	1	0.962178514698186	0.854595160671776
1012h	vgn307	0.526407657657658	0.439224939224939	0.450813743218807	0.465367965367965	0.652151077596462	0.846266876234254	0.961155204336427	0.599931755414182
1012h	vgn057	0.522988505747126	0.417191011235955	0.528799402417493	0.56777387416161	0.891664371887111	0.819001060356846	1	0.130749398908786
1012h	vgn399	0.467296918767507	0.462456140350877	0.553652597402597	0.510910560344828	0.832283820286561	0.952611166528064	0.940064393247895	0.961750051284032
1012h	vgn028	0.472829561437156	0.598153143805769	0.361512791991101	0.473566641846612	0.84148382795956	0.664490148233322	0.715708152335152	0.746105971459571
1012h	vgn639	0.488568549949624	0.38181146481128	0.513527851458886	0.552137643378519	1	0.389221533621225	1	0.306528682114857
1012h	vgn399	0.52766926555687	0.581501831501831	0.642361111111111	0.508029982478716	0.772799425386341	0.790869776250419	0.335912217811578	0.87068606859583
1012h	vgn712	0.578754578754579	0.450333806192045	0.490196078431373	0.54830053667263	0.649962708672294	0.883134470429776	1	0.300087799823472
1012h	vgn399	0.508445532435741	0.48951388047036	0.556473587282152	0.534870766488414	0.964431209714961	1	0.91661474478924	0.686738259262969
1012h	vgn399	0.49356445757571	0.492072422258592	0.471939736346516	0.5115296635183	0.949449869699174	1	1	0.823689681588803
1012h	vgn028	0.507033699059561	0.46484555984556	0.513949490803594	0.518312985571587	0.941721715171204	0.942805781788236	1	0.766134432904481
1012h	vgn057	0.510938757591278	0.456177500765778	0.51425475378707	0.473991539416437	0.964261593141082	0.925278061296241	1	0.575083824231446
1012h	vgn028	0.503464139230684	0.484416450260853	0.515599838969404	0.473889438235788	0.995517334760442	1	1	0.643252944980438
1012h	vgn028	0.510013422409322	0.532382638342513	0.427712280223525	0.492896787277191	0.89986755742494	0.954927114624267	0.864908308333415	0.915973160163049
1012h	vgn028	0.477240143369176	0.50798495021363	0.481599964700172	0.510622529644269	0.951472027133253	1	1	0.843122019020122
1012h	vgn028	0.459395489458406	0.50595047635808	0.478250364371463	0.46569198187709	0.34909858477778	1	1	0.282711301878982
1012h	vgn057	0.576293340671436	0.502044854881266	0.506370091896408	0.443554373376222	0.287425330838611	1	1	0.319418975799315
1012h	vgn712	0.460831106020109	0.508541992696922	0.454113311837863	0.445624195624196	0.564639198131955	1	0.966706264763423	0.642055527105811
1012h	vgn028	0.494282001299545	0.567387267600468	0.447068004459309	0.510071332787007	0.977990595510366	0.788821539312735	0.935172733824389	0.846570493421049
1012h	vgn639	0.480620643078719	0.477733782813373	0.537066558698157	0.498104371097235	0.809449149010204	0.981552484926595	0.995798895248648	0.970209771584932
1012h	vgn307	0.498717948717949	0.387876288659794	0.444323403932094	0.567986734295747	0.956054294846873	0.472092972195548	0.911528229610425	0.110038804762728
1012h	vgn028	0.503864869923264	0.516202122330009	0.497398865589973	0.588942307692308	0.966134173910319	1	1	0.363270075387429
